# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
0.4800  1.949002798739011e-02  -9.695663604380897e-01  4.700294636465819e-01  7.498159363991522e-03
0.4900  9.767139340540087e-03  -9.743707855972685e-01  4.746992139127191e-01  1.883061517209981e-03
0.5000  1.544155251290873e-05  -9.753269344471277e-01  4.756313145290159e-01  4.706647424305918e-09
0.5100  -9.726570322243777e-03  -9.724348817439048e-01  4.728147996161410e-01  1.867450948214576e-03
0.5200  -1.942047791186370e-02  -9.657098816715556e-01  4.662977877790450e-01  7.444740552114689e-03
0.5300  -2.902809099439514e-02  -9.551822924987096e-01  4.561866059515452e-01  1.663285083114219e-02
0.5400  -3.851159791378912e-02  -9.408974417318029e-01  4.426439979287257e-01  2.927607279261243e-02
0.5500  -4.783371435226677e-02  -9.229154323557764e-01  4.258864476402249e-01  4.516457756378140e-02
0.5600  -5.695782987386582e-02  -9.013108909855200e-01  4.061806611045559e-01  6.403783033945197e-02
0.5700  -6.584815166334237e-02  -8.761726589795554e-01  3.838392641716522e-01  8.558879637222713e-02
0.5800  -7.446984489624300e-02  -8.476034277913936e-01  3.592157854018601e-01  1.094688711582156e-01
0.5900  -8.278916918981474e-02  -8.157193200526813e-01  3.326990045536044e-01  1.352934556969735e-01
0.6000  -9.077361060042986e-02  -7.806494180948247e-01  3.047067569858942e-01  1.626480876995083e-01
0.6100  -9.839200865130368e-02  -7.425352418214086e-01  2.756792926733889e-01  1.910950310373782e-01
0.6200  -1.056146778944025e-01  -7.015301780415989e-01  2.460722953515387e-01  2.201802187016187e-01
0.6300  -1.124135235324958e-01  -6.577988635640817e-01  2.163496724530987e-01  2.494404391799981e-01
0.6400  -1.187621506512093e-01  -6.115165245311831e-01  1.869762298873485e-01  2.784106525460466e-01
0.6500  -1.246359666365936e-01  -5.628682746429517e-01  1.584103472997667e-01  3.066313207369013e-01
0.6600  -1.300122763810244e-01  -5.120483750804979e-01  1.310967692112892e-01  3.336556365042850e-01
0.6700  -1.348703699090977e-01  -4.592594590861534e-01  1.054596253800531e-01  3.590565373501229e-01
0.6800  -1.391916020854482e-01  -4.047117242944800e-01  8.189578989070559e-02  3.824333943729820e-01
0.6900  -1.429594640979928e-01  -3.486220960322632e-01  6.076868292096427e-02  4.034182712931785e-01
0.7000  -1.461596464428488e-01  -2.912133649169318e-01  4.240261195312104e-02  4.216816559054102e-01
0.7100  -1.487800931709725e-01  -2.327133021808946e-01  2.707774050596819e-02  4.369375747149047e-01
0.7200  -1.508110471912719e-01  -1.733537562337250e-01  1.502576240017087e-02  4.489480114092214e-01
0.7300  -1.522450864604314e-01  -1.133697340446171e-01  6.426348298673605e-03  4.575265609443374e-01
0.7400  -1.530771509258051e-01  -5.299847098384065e-02  1.404418963312500e-03  4.625412632027375e-01
0.7500  -1.533045601243411e-01  7.521507196196561e-03  2.828653525121833e-05  4.639165732188925e-01
0.7600  -1.529270213774566e-01  6.795132653233932e-02  2.308691388752301e-03  4.616344386566911e-01
0.7700  -1.519466285589384e-01  1.280527074539170e-01  8.198747943139226e-03  4.557344693470519e-01
0.7800  -1.503678514501508e-01  1.875889040992203e-01  1.759479847057323e-02  4.463131980287420e-01
0.7900  -1.481975157339474e-01  2.463256366433080e-01  3.033815963386549e-02  4.335224457550927e-01
0.8000  -1.454447737155597e-01  3.040320129664960e-01  4.621773245422978e-02  4.175668195082347e-01
0.8100  -1.421210658952247e-01  3.604814360385959e-01  6.497343286422415e-02  3.987003831793920e-01
0.8200  -1.382400735532730e-01  4.154524934539399e-01  8.630038715854797e-02  3.772225560150077e-01
0.8300  -1.338176625436935e-01  4.687298256261977e-01  1.098538247157829e-01  3.534733046915413e-01
0.8400  -1.288718185266721e-01  5.201049692396604e-01  1.352545895138941e-01  3.278277061783506e-01
0.8500  -1.234225739041393e-01  5.693771726546681e-01  1.620951823701119e-01  3.006899683070314e-01
0.8600  -1.174919267548298e-01  6.163541800787903e-01  1.899462376502989e-01  2.724870033356784e-01
0.8700  -1.111037520966147e-01  6.608529814417573e-01  2.183633315402298e-01  2.436616566486293e-01
0.8800  -1.042837058338088e-01  7.027005250504906e-01  2.468940139531176e-01  2.146656979614701e-01
0.8900  -9.705912177565018e-02  7.417343902503104e-01  2.750849528399999e-01  1.859526859282382e-01
0.9000  -8.945890213909567e-02  7.778034174789392e-01  3.024890781209585e-01  1.579708188207195e-01
0.9100  -8.151340197436377e-02  8.107682932705930e-01  3.286726126864551e-01  1.311558839440519e-01
0.9200  -7.325430797519099e-02  8.405020879475972e-01  3.532218799221352e-01  1.059244166721682e-01
0.9300  -6.471451215745577e-02  8.668907439258542e-01  3.757497809521604e-01  8.266717646254419e-02
0.9400  -5.592798090958221e-02  8.898335127573681e-01  3.959018402130586e-01  6.174304200124959e-02
0.9500  -4.692961993588982e-02  9.092433392371206e-01  4.133617249735348e-01  4.347342082187804e-02
0.9600  -3.775513562973457e-02  9.250471911120681e-01  4.278561528921636e-01  2.813726044597880e-02
0.9700  -2.844089342683304e-02  9.371863331460719e-01  4.391591115178901e-01  1.596673844182130e-02
0.9800  -1.902377370052356e-02  9.456165445153086e-01  4.470953246305364e-01  7.143697947435108e-03
0.9900  -9.541025769852128e-03  9.503082787332719e-01  4.515429123144971e-01  1.796883326241451e-03
1.0000  -3.012059824494687e-05  9.512467655319695e-01  4.524352044675169e-01  1.790840584405481e-08
1.0100  9.471397234883159e-03  9.484320543554535e-01  4.497616808644530e-01  1.770752420295799e-03
1.0200  1.892605770494946e-02  9.418789993524811e-01  4.435680247106155e-01  7.070498929730274e-03
1.0300  2.829661307084047e-02  9.316171859859715e-01  4.339552906122102e-01  1.580515115392478e-02
1.0400  3.754618457908142e-02  9.176907996071110e-01  4.210782018417694e-01  2.782667801084377e-02
1.0500  4.663840756587725e-02  9.001584365705266e-01  4.051426054645474e-01  4.293556356307662e-02
1.0600  5.553757438626091e-02  8.790928586930331e-01  3.864021271025445e-01  6.088405322222502e-02
1.0700  6.420877460872704e-02  8.545806920811331e-01  3.651540796389342e-01  8.138015345947031e-02
1.0800  7.261803192507615e-02  8.267220715708692e-01  3.417346918112147e-01  1.040923205020250e-01
1.0900  8.073243723870234e-02  7.956302322369251e-01  3.165137332246917e-01  1.286547627692248e-01
1.1000  8.852027741016778e-02  7.614310496351949e-01  2.898886216742773e-01  1.546732722829898e-01
1.1100  9.595115915655843e-02  7.242625306436127e-01  2.622781066471450e-01  1.817314921228408e-01
1.1200  1.029961276207353e-01  6.842742569590300e-01  2.341156293684163e-01  2.093975203115193e-01
1.1300  1.096277791481040e-01  6.416267834926301e-01  2.058424646475492e-01  2.372307454158788e-01
1.1400  1.158203678318356e-01  5.964909940820268e-01  1.779007530104822e-01  2.647888057063006e-01
1.1500  1.215499054124929e-01  5.490474171041504e-01  1.507265331143695e-01  2.916345619873391e-01
1.1600  1.267942541446427e-01  4.994855037286156e-01  1.247428842175144e-01  3.173429742164688e-01
1.1700  1.315332122711654e-01  4.480028716958859e-01  1.003532865238802e-01  3.415077737631584e-01
1.1800  1.357485917754895e-01  3.948045176376714e-01  7.793530357355721e-02  3.637478265962213e-01
1.1900  1.394242881127721e-01  3.401020010780531e-01  5.783468556864800e-02  3.837130877659921e-01
1.2000  1.425463416529815e-01  2.841126033624060e-01  4.035998569468192e-02  4.010900541860209e-01
1.2100  1.451029906017997e-01  2.270584648568482e-01  2.577777323157429e-02  4.156066308089996e-01
1.2200  1.470847151991123e-01  1.691657038433056e-01  1.430851767840050e-02  4.270363347031429e-01
1.2300  1.484842730294607e-01  1.106635206040742e-01  6.123207396244176e-03  4.352017721173697e-01
1.2400  1.492967253140535e-01  5.178329024468079e-02  1.340754574282427e-03  4.399773352072472e-01
1.2500  1.495194540896433e-01  -7.242352155275184e-03  2.622583237050955e-05  4.412910774943473e-01
1.2600  1.491521702156111e-01  -6.618043044694538e-02  2.189924687071488e-03  4.391257401523453e-01
1.2700  1.481969121868441e-01  -1.247985467439820e-01  7.787338634704930e-03  4.335189146475401e-01
1.2800  1.466580357662760e-01  -1.828657975544178e-01  1.671994995760666e-02  4.245623408969885e-01
1.2900  1.445421944871637e-01  -2.401536831021286e-01  2.883689575375880e-02  4.124003537288918e-01
1.3000  1.418583111111338e-01  -2.964370062578011e-01  4.393744933954379e-02  3.972275038226922e-01
1.3100  1.386175401636262e-01  -3.514947575438971e-01  6.177428229042152e-02  3.792853922599750e-01
1.3200  1.348332217034335e-01  -4.051109827365666e-01  8.205745416689338e-02  3.588587701285127e-01
1.3300  1.305208265174571e-01  -4.570756296595874e-01  1.044590656143542e-01  3.362709660979851e-01
1.3400  1.256978929654341e-01  -5.071853708508921e-01  1.286185002025785e-01  3.118787153478851e-01
1.3500  1.203839557321009e-01  -5.552443988807295e-01  1.541481712442113e-01  2.860664725131125e-01
1.3600  1.146004667759243e-01  -6.010651912116081e-01  1.806396820431235e-01  2.592402992768021e-01
1.3700  1.083707087940234e-01  -6.444692416134199e-01  2.076703016928883e-01  2.318214237602257e-01
1.3800  1.017197015521042e-01  -6.852877552820540e-01  2.348096537697582e-01  2.042395738362778e-01
1.3900  9.467410145602967e-02  -7.233623049558346e-01  2.616265121155090e-01  1.769261898508116e-01
1.4000  8.726209476792411e-02  -7.585454454806689e-01  2.876955964297332e-01  1.503076239252366e-01
1.4100  7.951328489438289e-02  -7.907012844412366e-01  3.126042606085107e-01  1.247984330110698e-01
1.4200  7.145857419731105e-02  -8.197060066512435e-01  3.359589686700642e-01  1.007948711759600e-01
1.4300  6.313004079907113e-02  -8.454483504799637e-01  3.573914566646458e-01  7.866868325109176e-02
1.4400  5.456081087289436e-02  -8.678300341843085e-01  3.765644841161690e-01  5.876129701792855e-02
1.4500  4.578492692682692e-02  -8.867661306146933e-01  3.931770852026777e-01  4.137850463916103e-02
1.4600  3.683721260477920e-02  -9.021853888682515e-01  4.069692379436791e-01  2.678571614954327e-02
1.4700  2.775313454146082e-02  -9.140305016736345e-01  4.177258789948780e-01  1.520385864411827e-02
1.4800  1.856866181906921e-02  -9.222583175069234e-01  4.252802021053506e-01  6.805984481351508e-03
1.4900  9.320123582511629e-03  -9.268399966571871e-01  4.295161897017473e-01  1.714640521767303e-03
1.5000  4.406537664808786e-05  -9.277611106820962e-01  4.303703392470384e-01  3.832875513954161e-08
1.5100  -9.222895226479682e-03  -9.250216849178665e-01  4.278325587841443e-01  1.679052559411239e-03
1.5200  -1.844421314023496e-02  -9.186361839327642e-01  4.219462192152758e-01  6.715061670879760e-03
1.5300  -2.758355984560855e-02  -9.086334400385809e-01  4.128073641781727e-01  1.501863176889182e-02
1.5400  -3.660496647516494e-02  -8.950565251989848e-01  4.005630916506405e-01  2.644903113998073e-02
1.5500  -4.547296533530490e-02  -8.779625668965877e-01  3.854091344358226e-01  4.081654994645759e-02
1.5600  -5.415272931016107e-02  -8.574225087410670e-01  3.675866792479125e-01  5.788558692901422e-02
1.5700  -6.261020859935530e-02  -8.335208168178723e-01  3.473784760343665e-01  7.737845295397376e-02
1.5800  -7.081226425291080e-02  -8.063551329900771e-01  3.251043002497225e-01  9.897983004866469e-02
1.5900  -7.872679797978242e-02  -7.760358765739718e-01  3.011158408649664e-01  1.223418143638747e-01
1.6000  -8.632287772169088e-02  -7.426857960112160e-01  2.757910957984068e-01  1.470894624456455e-01
1.6100  -9.357085850115826e-02  -7.064394723559899e-01  2.495283640513047e-01  1.728267524301844e-01
1.6200  -1.004424980717752e-01  -6.674427765838366e-01  2.227399300069706e-01  1.991428654152227e-01
1.6300  -1.069110669197038e-01  -6.258522829090313e-01  1.958455400112231e-01  2.256186874061208e-01
1.6400  -1.129514521881535e-01  -5.818346404686627e-01  1.692657744246490e-01  2.518334289589113e-01
1.6500  -1.185402551209673e-01  -5.355659058934699e-01  1.434154197777465e-01  2.773712579937207e-01
1.6600  -1.236558816474214e-01  -4.872308394372547e-01  1.186969454493659e-01  3.018278412533609e-01
1.6700  -1.282786257577771e-01  -4.370221674777559e-01  9.549418743347785e-02  3.248166915299995e-01
1.6800  -1.323907453479088e-01  -3.851398143317176e-01  7.416633829173497e-02  3.459752210484624e-01
1.6900  -1.359765302413609e-01  -3.317901064449805e-01  5.504233736738574e-02  3.649704062232001e-01
1.7000  -1.390223621283350e-01  -2.771849521243341e-01  3.841574884208469e-02  3.815039753180674e-01
1.7100  -1.415167661932521e-01  -2.215410000711846e-01  2.454020735627030e-02  3.953170382314237e-01
1.7200  -1.434504542355492e-01  -1.650787800574468e-01  1.362550181262744e-02  4.061940865796740e-01
1.7300  -1.448163591221199e-01  -1.080218291511740e-01  5.834357786582717e-03  4.139663023167366e-01
1.7400  -1.456096604441611e-01  -5.059580695303474e-02  1.279967840614379e-03  4.185141241442115e-01
1.7500  -1.458278012860153e-01  6.972396655370155e-03  2.430715755990847e-05  4.197690327618226e-01
1.7600  -1.454704960487421e-01  6.445555772431336e-02  2.077259460776146e-03  4.177145283925509e-01
1.7700  -1.445397293065024e-01  1.216270148707381e-01  7.396565373183368e-03  4.123862867955526e-01
1.7800  -1.430397457092271e-01  1.782615627977842e-01  1.588859238555419e-02  4.038714929502824e-01
1.7900  -1.409770309803499e-01  2.341363391776074e-01  2.740991266174580e-02  3.923073645525365e-01
1.8000  -1.383602840934610e-01  2.890317014057510e-01  4.176966220875161e-02  3.778788902032516e-01
1.8100  -1.352003807464471e-01  3.427320897787770e-01  5.873264268206383e-02  3.608158194935694e-01
1.8200  -1.315103282858993e-01  3.950268737038594e-01  7.802311547412243e-02  3.413889539016040e-01
1.8300  -1.273052122681325e-01  4.457111776193656e-01  9.932922692742084e-02  3.199057983342039e-01
1.8400  -1.226021348759744e-01  4.945866833888057e-01  1.223079936927694e-01  2.967056431003966e-01
1.8500  -1.174201454423801e-01  5.414624060265603e-01  1.465907685700358e-01  2.721541549372207e-01
1.8600  -1.117801633628183e-01  5.861554397221413e-01  1.717890997579284e-01  2.466375632863670e-01
1.8700  -1.057048937081123e-01  6.284916712499254e-01  1.975008904152622e-01  2.205565342245841e-01
1.8800  -9.921873587790404e-02  6.683064579828615e-01  2.233167608907991e-01  1.943198291871464e-01
1.8900  -9.234768566201944e-02  7.054452678710609e-01  2.488265129808364e-01  1.683378488201479e-01
1.9000  -8.511923110264966e-02  7.397642788988439e-01  2.736255941673633e-01  1.430161639066914e-01
1.9100  -7.756224257432355e-02  7.711309356961431e-01  2.973214599938046e-01  1.187491353120044e-01
1.9200  -6.970685752103760e-02  7.994244611514951e-01  3.195397345436792e-01  9.591372328634837e-02
1.9300  -6.158436031054649e-02  8.245363210535043e-01  3.399300723682238e-01  7.486358328081029e-02
1.9400  -5.322705768461748e-02  8.463706399749131e-01  3.581716301057720e-01  5.592354072298378e-02
1.9500  -4.466815030094588e-02  8.648445668075310e-01  3.739780623682529e-01  3.938453104438793e-02
1.9600  -3.594160087735010e-02  8.798885885564642e-01  3.871019641359434e-01  2.549908374909561e-02
1.9700  -2.708199946175663e-02  8.914467912075807e-01  3.973386907771460e-01  1.447742058433900e-02
1.9800  -1.812442636229977e-02  8.994770666920989e-01  4.045294967525113e-01  6.484228058803743e-03
1.9900  -9.104313280556903e-03  9.039512651857903e-01  4.085639449154955e-01  1.636153809713080e-03
2.0000  -5.730319748482654e-05  9.048552921966788e-01  4.093815499081685e-01  6.481678014296176e-08
2.0100  8.980890434006310e-03  9.021891501134512e-01  4.069726312912157e-01  1.592093382413334e-03
2.0200  1.797462463372356e-02  8.959669241062004e-01  4.013783645461629e-01  6.377484334643278e-03
2.0300  2.688846742000297e-02  8.862167124907362e-01  3.926900307489441e-01  1.427124425922033e-02
2.0400  3.568733736276711e-02  8.729805018866555e-01  3.810474783371385e-01  2.513958092988122e-02
2.0500  4.433664161432403e-02  8.563139877167978e-01  3.666368227797220e-01  3.880210867997818e-02
2.0600  5.280241187495648e-02  8.362863408107705e-01  3.496874219133341e-01  5.503478343984761e-02
2.0700  6.105143775904025e-02  8.129799210870621e-01  3.304681760453628e-01  7.357351974100894e-02
2.0800  6.905139703821721e-02  7.864899394960380e-01  3.092832124642407e-01  9.411843133931037e-02
2.0900  7.677098225099142e-02  7.569240696090227e-01  2.864670235767423e-01  1.163386274007024e-01
2.1000  8.418002318295949e-02  7.244020104359132e-01  2.623791363617965e-01  1.398774875764982e-01
2.1100  9.124960473867046e-02  6.890550022445626e-01  2.373983980591271e-01  1.643583319033456e-01
2.1200  9.795217974476760e-02  6.510252973387995e-01  2.119169688875362e-01  1.893903954107002e-01
2.1300  1.042616762445183e-01  6.104655879276497e-01  1.863341170219255e-01  2.145750126980244e-01
2.1400  1.101535988660068e-01  5.675383933854616e-01  1.610499139832755e-01  2.395119146251847e-01
2.1500  1.156051238700598e-01  5.224154093605191e-01  1.364589299686594e-01  2.638055376887131e-01
2.1600  1.205951875092981e-01  4.752768213377588e-01  1.129440284504620e-01  2.870712466553894e-01
2.1700  1.251045673564614e-01  4.263105853988247e-01  9.087035761154429e-02  3.089413725898767e-01
2.1800  1.291159562882292e-01  3.757116790493335e-01  7.057963288703470e-02  3.290709715171120e-01
2.1900  1.326140288400419e-01  3.236813250984386e-01  5.238480010874053e-02  3.471432135508300e-01
2.2000  1.355854996778093e-01  2.704261916790845e-01  3.656516257302647e-02  3.628743183217135e-01
2.2100  1.380191739637368e-01  2.161575715883793e-01  2.336204787749265e-02  3.760179598547910e-01
2.2200  1.399059894257010e-01  1.610905442059005e-01  1.297508171627660e-02  3.863690725579985e-01
2.2300  1.412390499725219e-01  1.054431233132239e-01  5.559126127023868e-03  3.937669995557559e-01
2.2400  1.420136507309825e-01  4.943539419024959e-02  1.221929099372681e-03  3.980979350800675e-01
2.2500  1.422272944144105e-01  -6.711356597169144e-03  2.252115368718289e-05  3.992966238501528e-01
2.2600  1.418796989669183e-01  -6.277551527837810e-02  1.970382659232941e-03  3.973472921516869e-01
2.2700  1.409727964618691e-01  -1.185360153761118e-01  7.025393470622910e-03  3.922837974817213e-01
2.2800  1.395107232676545e-01  -1.737732091717852e-01  1.509856411293050e-02  3.841889959629572e-01
2.2900  1.374998015283046e-01  -2.282697327033611e-01  2.605353543423196e-02  3.731933390565538e-01
2.3000  1.349485120406616e-01  -2.818113608902147e-01  3.970882156339741e-02  3.594727232218979e-01
2.3100  1.318674586437049e-01  -3.341878494217603e-01  5.584075935057058e-02  3.432456278942065e-01
2.3200  1.282693242689792e-01  -3.851937601021826e-01  7.418711641082890e-02  3.247695882926009e-01
2.3300  1.241688188338232e-01  -4.346292664121771e-01  9.445129961099361e-02  3.043370599579992e-01
2.3400  1.195826191910907e-01  -4.823009361298772e-01  1.163070964958780e-01  2.822707413896823e-01
2.3500  1.145293013801758e-01  -5.280224879467954e-01  1.394038738887619e-01  2.589184295543526e-01
2.3600  1.090292654542778e-01  -5.716155191202426e-01  1.633721508495522e-01  2.346474902516269e-01
2.3700  1.031046531878512e-01  -6.129102013209031e-01  1.878294574416150e-01  2.098390312239702e-01
2.3800  9.677925899596318e-02  -6.517459419625282e-01  2.123863864323116e-01  1.848818704066930e-01
2.3900  9.007843442373117e-02  -6.879720084395936e-01  2.366527421982041e-01  1.601663947565629e-01
2.4000  8.302898658901317e-02  -7.214481128476399e-01  2.602436897657104e-01  1.360784066308104e-01
2.4100  7.565907098499544e-02  -7.520449549193260e-01  2.827858071098056e-01  1.129930546907003e-01
2.4200  6.799807907116254e-02  -7.796447210763084e-01  3.039229455510774e-01  9.126894477841474e-02
2.4300  6.007652110126387e-02  -8.041415376722620e-01  3.233218063049550e-01  7.124252318983920e-02
2.4400  5.192590465523082e-02  -8.254418766849813e-01  3.406771458926119e-01  5.322282028962508e-02
2.4500  4.357860935847791e-02  -8.434649123048075e-01  3.557165291446783e-01  3.748663656205588e-02
2.4600  3.506775828657693e-02  -8.581428270618713e-01  3.682045558188703e-01  2.427424605671357e-02
2.4700  2.642708656587070e-02  -8.694210663350486e-01  3.779464952935865e-01  1.378568388670493e-02
2.4800  1.769080769114302e-02  -8.772585402902915e-01  3.847912732561265e-01  6.177675102370802e-03
2.4900  8.893478089946101e-03  -8.816277725043195e-01  3.886337646254640e-01  1.561252044104652e-03
2.5000  6.986046957349720e-05  -8.825149947407031e-01  3.894163579710916e-01  9.633691659697871e-08
2.5100  -8.745213513067257e-03  -8.799201875583083e-01  3.871297682363242e-01  1.509630200513705e-03
2.5200  -1.751698071629711e-02  -8.738570666460602e-01  3.818130864636285e-01  6.056869894024959e-03
2.5300  -2.621088357084871e-02  -8.643530149921762e-01  3.735530672630326e-01  1.356104208157937e-02
2.5400  -3.479270618916603e-02  -8.514489612095695e-01  3.624826667724275e-01  2.389495188368097e-02
2.5500  -4.322870899087510e-02  -8.351992045511947e-01  3.487788556414742e-01  3.688707955908457e-02
2.5600  -5.148576131486940e-02  -8.156711873588580e-01  3.326597429437047e-01  5.232437132848602e-02
2.5700  -5.953147149692430e-02  -7.929452158956237e-01  3.143810577058787e-01  6.995567898415718e-02
2.5800  -6.733431390227362e-02  -7.671141307146038e-01  2.942320447710111e-01  8.949579279876065e-02
2.5900  -7.486375241510301e-02  -7.382829279148239e-01  2.725308408252425e-01  1.106300030101095e-01
2.6000  -8.209035990138795e-02  -7.065683328272347e-01  2.496194044771290e-01  1.330191169603261e-01
2.6100  -8.898593317787200e-02  -6.720983278600426e-01  2.258580811561327e-01  1.563048519347912e-01
2.6200  -9.552360303817328e-02  -6.350116364116232e-01  2.016198891890837e-01  1.801155179869348e-01
2.6300  -1.016779389069540e-01  -5.954571649306698e-01  1.772846176336355e-01  2.040719006374949e-01
2.6400  -1.074250477147065e-01  -5.535934053662466e-01  1.532328292324987e-01  2.277932503679287e-01
2.6500  -1.127426666089138e-01  -5.095878004044048e-01  1.298398631604997e-01  2.509032843311030e-01
2.6600  -1.176102491420394e-01  -4.636160740324367e-01  1.074699320506249e-01  2.730361056988820e-01
2.6700  -1.220090446028917e-01  -4.158615301060515e-01  8.647040611107318e-02  2.938419475528136e-01
2.6800  -1.259221701852876e-01  -3.665143217183088e-01  6.716637401231597e-02  3.129926511744149e-01
2.6900  -1.293346757165015e-01  -3.157706942815173e-01  4.985556568351574e-02  3.301867929561555e-01
2.7000  -1.322336006976080e-01  -2.638322053340910e-01  3.480371628572498e-02  3.451543798615456e-01
2.7100  -1.346080234384052e-01  -2.109049241731522e-01  2.224044352024155e-02  3.576610403201596e-01
2.7200  -1.364491021010019e-01  -1.571986144901517e-01  1.235570219881166e-02  3.675116455388470e-01
2.7300  -1.377501074982583e-01  -1.029259032506451e-01  5.296870779980582e-03  3.745533053139906e-01
2.7400  -1.385064475259446e-01  -4.830143911038851e-02  1.166514510067284e-03  3.786776923960264e-01
2.7500  -1.387156831406048e-01  6.458956302103544e-03  2.085905825624154e-05  3.798226601277930e-01
2.7600  -1.383775358285518e-01  6.113914088157950e-02  1.868997273868813e-03  3.779731292831217e-01
2.7700  -1.374938865450335e-01  1.155235049541461e-01  6.672840098445310e-03  3.731612315938072e-01
2.7800  -1.360687661362834e-01  1.693978212326687e-01  1.434781091918759e-02  3.654657091888548e-01
2.7900  -1.341083372907466e-01  2.225500884697186e-01  2.476427093893978e-02  3.550105808944277e-01
2.8000  -1.316208680991440e-01  2.747713654865191e-01  3.774965164566313e-02  3.419630978715348e-01
2.8100  -1.286166973360551e-01  3.258565922976226e-01  5.309125937190952e-02  3.265310222199596e-01
2.8200  -1.251081916082441e-01  3.756053951052322e-01  7.053970641607878e-02  3.089592727762961e-01
2.8300  -1.211096945468884e-01  4.238228720039343e-01  8.981291341683162e-02  2.895259922153468e-01
2.8400  -1.166374682520775e-01  4.703203563158533e-01  1.106006187825356e-01  2.685380985732927e-01
2.8500  -1.117096272283027e-01  5.149161545675583e-01  1.325693231173208e-01  2.463263923077955e-01
2.8600  -1.063460650790371e-01  5.574362562230649e-01  1.553675898759933e-01  2.232402968705362e-01
2.8700  -1.005683742568051e-01  5.977150124015690e-01  1.786316180251039e-01  1.996423163858621e-01
2.8800  -9.439975919222945e-02  6.355957809336662e-01  2.019909983703385e-01  1.759022983191297e-01
2.8900  -8.786494315134649e-02  6.709315352452254e-01  2.250745624932576e-01  1.523915919151065e-01
2.9000  -8.099006919486290e-02  7.035854347032930e-01  2.475162319633109e-01  1.294771946475326e-01
2.9100  -7.380259563592408e-02  7.334313542127692e-01  2.689607756711883e-01  1.075159789255309e-01
2.9200  -6.633118641426609e-02  7.603543710155607e-01  2.890693847612344e-01  8.684908985381454e-02
2.9300  -5.860559682426003e-02  7.842512068147669e-01  3.075249776952091e-01  6.779660196730151e-02
2.9400  -5.065655505224530e-02  8.050306235245656e-01  3.240371524061754e-01  5.065251860498204e-02
2.9500  -4.251563999462587e-02  8.226137711310844e-01  3.383467082272520e-01  3.568019202249668e-02
2.9600  -3.421515584240128e-02  8.369344863399615e-01  3.502296672125676e-01  2.310823555816873e-02
2.9700  -2.578800393007477e-02  8.479395408817492e-01  3.595007324953758e-01  1.312699127252730e-02
2.9800  -1.726755235717378e-02  8.555888385460165e-01  3.660161303222608e-01  5.885607603248450e-03
2.9900  -8.687503898896212e-03  8.598555602181842e-01  3.696757922190637e-01  1.489771857773680e-03
3.0000  -8.176272862825038e-05  8.607262563989549e-01  3.704248442272798e-01  1.319594491974229e-07
3.0100  8.515699520756332e-03  8.582008868938781e-01  3.682543811327195e-01  1.431430935189111e-03
3.0200  1.707097782782381e-02  8.522928075692981e-01  3.632015149171783e-01  5.752366356610165e-03
3.0300  2.555036745675070e-02  8.430287042798321e-01  3.553486981198663e-01  1.288617550066202e-02
3.0400  3.392049670784592e-02  8.304484742808089e-01  3.448223342176617e-01  2.271193556065405e-02
3.0500  4.214845822170418e-02  8.146050556459342e-01  3.317906983419578e-01  3.506655699439386e-02
3.0600  5.020193832049793e-02  7.955642054150249e-01  3.164612024688200e-01  4.974743721967299e-02
3.0700  5.804934387817384e-02  7.734042273981696e-01  2.990770494786798e-01  6.651573152918468e-02
3.0800  6.565992622157502e-02  7.482156507603269e-01  2.799133300213498e-01  8.510018845893541e-02
3.0900  7.300390157672025e-02  7.201008607034066e-01  2.592726247928935e-01  1.052014880567672e-01
3.1000  8.005256758858423e-02  6.891736827505071e-01  2.374801824979483e-01  1.264970136974800e-01
3.1100  8.677841545868270e-02  6.555589223185091e-01  2.148787503157025e-01  1.486459813991567e-01
3.1200  9.315523726250860e-02  6.193918614399010e-01  1.918231390089928e-01  1.712948451148600e-01
3.1300  9.915822802831467e-02  5.808177146618810e-01  1.686746088325251e-01  1.940828922888092e-01
3.1400  1.047640821798227e-01  5.399910463097839e-01  1.457951650473676e-01  2.166479411398120e-01
3.1500  1.099510839680666e-01  4.970751514520931e-01  1.235418530955607e-01  2.386320497089268e-01
3.1600  1.146991915416635e-01  4.522414030451474e-01  1.022611433141217e-01  2.596871467027338e-01
3.1700  1.189901143302487e-01  4.056685678665772e-01  8.228349347745986e-02  2.794804955754458e-01
3.1800  1.228073834425153e-01  3.575420939670162e-01  6.391817447915932e-02  2.976999060973269e-01
3.1900  1.261364148081486e-01  3.080533724792530e-01  4.744844014792068e-02  3.140586118065258e-01
3.2000  1.289645648218415e-01  2.573989767222968e-01  3.312711660884275e-02  3.282997371684317e-01
3.2100  1.312811782773917e-01  2.057798816244615e-01  2.117267984068869e-02  3.402002848829462e-01
3.2200  1.330776284105098e-01  1.534006665641758e-01  1.176588225116672e-02  3.495745814790425e-01
3.2300  1.343473489002703e-01  1.004687047895486e-01  5.046980321044735e-03  3.562771279941693e-01
3.2400  1.350858577110152e-01  4.719334262749245e-02  1.113605794177948e-03  3.602048120151550e-01
3.2500  1.352907726888155e-01  -6.214928269720876e-03  1.931266669888786e-05  3.612984475062618e-01
